ElementID,Volume,Area,Length,Height,Thickness/Width,Base_offset,Top_offset,Number_of_Faces,Bounding_Box_Width,Bounding_Box_Height,Bounding_Box_Depth,Centroid_X,Centroid_Y,Centroid_Z,Orientation_Angle,Curvature,source,is_rare_class,SECClasS_Code_Ss_1,SECClasS_Code_Ss_1_encode,Category_Curtain Panels,Category_Doors,Category_Floors,Category_Roofs,Category_Stairs,Category_Structural Columns,Category_Structural Foundations,Category_Structural Framing,Category_Walls,Category_Windows,load_bearing_status_binary
3321477,0.1,4.97,2.9,2.5,0.02,0.0,0.0,8.0,2.9,2.5,0.02,37.39,28.23,30.55,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3376276,1.5,10.02,6.65,3.3,0.15,0.0,0.0,12.0,0.61,2.3,6.64,1.3,20.8,23.9,1.5,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3376279,2.63,13.21,4.73,3.3,0.2,0.0,0.0,10.0,0.36,2.88,4.73,14.66,22.83,24.14,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3376282,0.13,0.89,0.31,3.26,0.15,0.0,-0.04,6.0,0.16,2.88,0.31,16.25,20.42,24.14,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3376325,0.07,1.16,1.85,1.1,0.06,2.2,0.0,6.0,1.85,0.68,0.19,0.31,19.98,25.24,0.07,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376344,0.06,0.91,1.68,0.57,0.06,2.31,-0.42,6.0,1.68,0.57,0.12,15.37,20.36,25.3,3.11,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376355,4.2,28.0,10.47,3.3,0.15,0.0,0.0,10.0,0.15,2.88,10.47,46.75,23.47,24.17,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3376356,0.07,1.1,1.7,1.1,0.06,2.2,0.0,6.0,1.7,0.68,0.06,45.86,20.94,25.24,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376357,0.07,1.06,1.63,1.1,0.06,2.2,0.0,6.0,1.63,0.68,0.06,45.95,17.91,25.24,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376527,0.05,0.73,2.91,0.26,0.06,2.5,2.76,6.0,2.91,0.26,0.06,31.61,23.57,28.63,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376529,0.07,1.08,2.97,0.38,0.06,2.5,2.88,6.0,2.97,0.38,0.17,16.27,23.22,28.69,3.11,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376714,0.1,1.53,6.11,0.26,0.06,2.5,2.76,6.0,6.1,0.26,0.48,2.65,22.78,28.63,3.07,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376830,0.04,0.66,1.84,0.37,0.06,2.51,2.88,6.0,0.06,0.37,1.84,23.78,23.8,28.7,1.57,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376831,0.03,0.47,1.82,0.26,0.06,2.5,2.76,6.0,0.13,0.26,1.82,8.4,23.74,28.63,1.61,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376832,0.03,0.47,1.82,0.26,0.06,2.5,2.76,6.0,0.19,0.26,1.82,-6.69,23.67,28.63,1.64,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376833,0.03,0.47,1.82,0.26,0.06,2.5,2.76,6.0,0.25,0.26,1.82,-22.09,23.66,28.63,1.68,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376834,0.03,0.47,1.82,0.26,0.06,2.5,2.76,6.0,0.32,0.26,1.81,-27.42,22.25,28.63,1.43,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376853,0.1,1.55,6.14,0.26,0.06,2.5,2.76,6.0,6.11,0.26,0.69,-12.76,22.43,28.63,3.04,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376891,0.05,0.83,3.41,0.26,0.06,2.5,2.76,6.0,3.38,0.26,0.54,-37.97,23.49,28.63,3.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376904,0.05,0.83,3.16,0.26,0.06,2.5,2.76,6.0,3.14,0.26,0.5,-37.98,23.49,31.93,3.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376926,0.1,1.53,5.96,0.26,0.06,2.5,2.76,6.0,5.96,0.26,0.06,39.26,23.83,31.93,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376935,0.1,1.53,5.97,0.26,0.06,2.5,2.76,6.0,5.97,0.26,0.06,33.14,23.57,31.93,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3376972,0.07,1.07,2.83,0.38,0.06,2.5,2.88,6.0,2.83,0.38,0.16,16.26,23.22,31.99,3.11,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377019,0.1,1.55,6.14,0.26,0.06,2.5,2.76,6.0,6.11,0.26,0.69,-12.76,22.43,31.93,3.04,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377052,0.05,0.8,3.2,0.26,0.06,2.5,2.76,6.0,3.18,0.26,0.49,-26.58,21.89,31.93,3.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377066,0.05,0.83,3.41,0.26,0.06,2.5,2.76,6.0,3.38,0.26,0.54,-37.97,23.49,35.23,3.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377068,0.05,0.8,3.2,0.26,0.06,2.5,2.76,6.0,3.18,0.26,0.49,-26.58,21.89,35.23,3.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377086,0.05,0.83,3.32,0.26,0.06,2.5,2.76,6.0,3.31,0.26,0.41,-22.91,23.5,35.23,3.04,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377098,0.05,0.8,3.17,0.26,0.06,2.5,2.76,6.0,3.16,0.26,0.38,-11.35,22.28,35.23,3.04,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377106,0.05,0.83,3.29,0.26,0.06,2.5,2.76,6.0,3.29,0.26,0.29,-7.61,23.49,35.23,3.07,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377129,0.05,0.83,3.32,0.26,0.06,2.5,2.76,6.0,3.32,0.26,0.18,7.51,23.52,35.23,3.11,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377138,0.05,0.8,3.17,0.26,0.06,2.5,2.76,6.0,3.17,0.26,0.17,19.21,23.12,35.23,3.11,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377147,0.05,0.84,3.3,0.26,0.06,2.5,2.76,6.0,3.3,0.26,0.06,22.82,23.57,35.23,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377156,0.05,0.8,3.2,0.26,0.06,2.5,2.76,6.0,3.2,0.26,0.06,34.53,23.57,35.23,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377166,0.05,0.8,3.2,0.26,0.06,2.5,2.76,6.0,3.2,0.26,0.06,37.88,23.83,35.23,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3377174,0.07,1.16,3.28,0.38,0.06,2.5,0.0,6.0,3.28,0.38,0.06,49.53,23.83,35.29,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3521684,0.02,2.32,0.8,2.88,0.01,0.0,0.0,8.0,0.01,2.88,0.8,49.42,26.81,34.04,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3521787,0.04,4.35,1.53,2.88,0.01,0.0,0.0,6.0,1.53,2.88,0.01,50.18,27.21,34.04,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3521851,0.06,6.18,2.14,2.88,0.01,0.0,0.0,6.0,0.01,2.88,2.14,50.94,26.14,34.04,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3541993,0.02,1.15,0.46,2.49,0.02,0.0,0.0,6.0,0.46,2.49,0.02,45.57,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3541994,0.02,1.17,0.47,2.49,0.02,0.0,0.0,6.0,0.47,2.49,0.02,46.04,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3541997,0.03,1.34,0.54,2.49,0.02,0.0,0.0,6.0,0.54,2.49,0.02,49.69,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3542000,0.02,1.24,0.5,2.49,0.02,0.0,0.0,6.0,0.5,2.49,0.02,45.48,26.41,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3542001,0.02,1.23,0.5,2.49,0.02,0.0,0.0,6.0,0.5,2.49,0.02,45.98,26.41,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3542003,0.02,1.24,0.5,2.49,0.02,0.0,0.0,6.0,0.5,2.49,0.02,46.49,26.41,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3542959,0.07,1.11,6.59,0.17,0.06,2.71,2.88,6.0,6.63,0.17,0.06,47.34,18.89,32.1,3.14,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3543209,0.03,0.45,2.74,0.17,0.06,2.71,0.0,6.0,2.74,0.17,0.06,46.67,31.12,32.1,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3543916,0.03,0.48,3.14,0.17,0.06,2.71,2.88,6.0,3.14,0.17,0.06,49.6,31.13,32.1,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3577797,0.05,0.81,4.91,0.17,0.06,2.71,0.0,6.0,0.06,0.17,4.91,50.62,21.36,32.1,1.57,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3579477,0.02,1.1,2.89,0.38,0.02,2.5,0.0,6.0,2.89,0.38,0.02,49.6,28.23,31.99,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3580110,0.02,1.01,2.66,0.38,0.02,2.5,0.0,6.0,2.66,0.38,0.02,46.67,28.23,31.99,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3584633,0.02,1.15,0.46,2.49,0.02,0.0,0.0,6.0,0.46,2.49,0.02,46.51,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3585188,0.03,1.34,0.54,2.49,0.02,0.0,0.0,6.0,0.54,2.49,0.02,50.23,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3585332,0.03,1.34,0.54,2.49,0.02,0.0,0.0,6.0,0.54,2.49,0.02,50.78,28.23,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3588123,0.04,2.21,5.81,0.38,0.02,2.5,0.0,6.0,5.81,0.38,0.02,48.14,23.81,31.99,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3590782,0.04,0.6,1.64,0.37,0.06,2.51,2.88,6.0,1.64,0.37,0.06,50.23,28.18,32.0,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3590942,0.06,1.01,2.89,0.37,0.06,2.51,0.0,6.0,2.89,0.37,0.06,46.6,23.85,32.0,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3591043,0.07,1.17,3.31,0.38,0.06,2.5,0.0,6.0,3.31,0.38,0.06,49.52,23.85,31.99,0.0,0.0,dataset6,0,Ss_30,2,0,0,0,0,0,0,0,0,1,0,0
3637265,0.65,4.32,1.65,3.3,0.15,0.0,0.0,6.0,0.15,2.88,1.65,40.59,27.32,30.74,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638239,0.07,3.75,1.48,2.5,0.02,0.0,0.0,6.0,0.02,2.5,1.5,31.75,27.06,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638240,0.03,1.65,2.5,2.5,0.02,0.0,0.0,10.0,2.5,2.5,0.02,33.21,27.8,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638241,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.02,2.5,1.49,34.25,27.07,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638242,0.03,1.7,2.5,2.5,0.02,0.0,0.0,10.0,2.51,2.5,0.02,33.04,26.32,30.55,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638243,0.09,4.66,2.76,2.5,0.02,0.0,0.0,8.0,2.77,2.5,0.02,31.28,26.15,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638244,0.13,6.5,2.61,2.5,0.02,0.0,0.0,6.0,0.02,2.5,2.61,32.99,24.84,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638245,0.08,4.02,2.52,2.5,0.02,0.0,0.0,8.0,2.52,2.5,0.02,31.19,27.97,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3638246,0.11,5.35,3.05,2.5,0.02,0.0,0.0,8.0,3.05,2.5,0.02,34.94,27.97,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641241,0.03,1.32,2.35,2.5,0.02,0.0,0.0,10.0,2.36,2.5,0.02,24.28,27.8,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641242,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.02,2.5,1.49,23.15,27.05,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641243,0.03,1.32,2.35,2.5,0.02,0.0,0.0,10.0,2.36,2.5,0.02,24.37,26.32,30.55,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641244,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.02,2.5,1.49,25.5,27.07,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641341,0.1,4.9,2.99,2.5,0.02,0.0,0.0,8.0,2.99,2.5,0.02,22.41,27.97,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641508,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.02,2.5,2.62,24.41,24.85,30.55,1.57,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3641528,0.09,4.66,2.77,2.5,0.02,0.0,0.0,8.0,2.77,2.5,0.02,26.2,26.15,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3642870,0.03,1.7,2.52,2.5,0.02,0.0,0.0,10.0,2.52,2.5,0.11,17.79,27.4,30.55,3.11,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3642900,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.07,2.5,1.5,19.05,26.61,30.55,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3642904,0.11,5.35,3.05,2.5,0.02,0.0,0.0,8.0,3.05,2.5,0.13,19.71,27.5,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3642910,0.08,4.17,2.58,2.5,0.02,0.0,0.0,8.0,2.58,2.5,0.11,16.0,27.63,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3642916,0.07,3.7,1.5,2.5,0.02,0.0,0.0,6.0,0.07,2.5,1.5,16.56,26.69,30.55,1.61,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3651097,0.0,16.85,7.02,2.4,0.0,-0.04,0.0,0.0,7.02,2.4,1.0,-30.27,10.73,23.86,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3651100,0.0,18.05,7.52,2.4,0.0,-0.04,0.0,0.0,7.52,2.4,1.0,-6.73,10.73,23.86,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3651141,11.43,39.48,39.68,3.27,0.29,0.0,0.0,20.0,39.87,3.27,0.29,-20.25,10.69,25.29,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3651149,0.0,17.57,7.32,2.4,0.0,-0.04,0.0,0.0,7.32,2.4,1.0,-22.45,10.73,23.86,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3651160,0.0,17.09,7.12,2.4,0.0,-0.04,0.0,0.0,7.12,2.4,1.0,-14.62,10.73,23.86,3.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695794,0.09,4.4,2.75,2.5,0.02,0.0,0.0,8.0,2.75,2.5,0.02,26.14,27.97,30.55,0.0,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695795,0.03,1.65,2.5,2.5,0.02,0.0,0.0,10.0,2.5,2.5,0.11,17.78,25.92,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695797,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.11,2.5,2.62,17.72,24.45,30.55,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695798,0.1,4.76,2.84,2.5,0.02,0.0,0.0,8.0,2.83,2.5,0.12,16.0,25.81,30.55,3.11,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695799,0.08,4.23,2.6,2.5,0.02,0.0,0.0,8.0,2.6,2.5,0.11,10.95,27.8,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695800,0.1,4.89,2.87,2.5,0.02,0.0,0.0,8.0,2.87,2.5,0.12,7.26,27.93,30.55,3.11,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695801,0.03,1.37,2.37,2.5,0.02,0.0,0.0,10.0,2.37,2.5,0.1,9.17,27.7,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695802,0.07,3.7,1.5,2.5,0.02,0.0,0.0,6.0,0.07,2.5,1.5,10.32,26.93,30.55,1.61,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695803,0.03,1.37,2.37,2.5,0.02,0.0,0.0,10.0,2.37,2.5,0.1,9.12,26.22,30.55,3.11,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695804,0.07,3.65,1.48,2.5,0.02,0.0,0.0,6.0,0.07,2.5,1.48,7.97,27.0,30.55,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695806,0.13,6.5,2.62,2.5,0.02,0.0,0.0,6.0,0.11,2.5,2.62,9.15,24.74,30.55,1.54,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695807,0.09,4.49,2.71,2.5,0.02,0.0,0.0,8.0,2.71,2.5,0.11,10.94,25.98,30.55,0.03,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695808,0.03,1.75,2.52,2.5,0.02,0.0,0.0,10.0,2.52,2.5,0.2,2.81,27.0,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695810,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.12,2.5,1.48,1.51,26.34,30.55,1.64,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695811,0.03,1.7,2.52,2.5,0.02,0.0,0.0,10.0,2.52,2.5,0.2,2.74,25.52,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695812,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.12,2.5,1.48,4.0,26.17,30.55,1.5,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695813,0.08,4.02,2.52,2.5,0.02,0.0,0.0,8.0,2.52,2.5,0.2,1.02,27.3,30.55,3.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695814,0.11,5.35,3.05,2.5,0.02,0.0,0.0,8.0,3.04,2.5,0.23,4.69,27.04,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695815,0.09,4.66,2.78,2.5,0.02,0.0,0.0,8.0,2.77,2.5,0.21,0.98,25.48,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695816,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.2,2.5,2.62,2.59,24.06,30.55,1.64,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695820,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.2,2.5,2.62,-5.93,24.66,30.55,1.5,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695821,0.09,4.57,2.74,2.5,0.02,0.0,0.0,8.0,2.73,2.5,0.21,-4.08,25.83,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695822,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.12,2.5,1.5,-4.69,26.79,30.55,1.5,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695823,0.03,1.37,2.37,2.5,0.02,0.0,0.0,10.0,2.37,2.5,0.19,-5.81,27.61,30.55,3.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695824,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.12,2.5,1.5,-7.03,26.95,30.55,1.64,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695825,0.03,1.32,2.35,2.5,0.02,0.0,0.0,10.0,2.35,2.5,0.18,-5.96,26.13,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695826,0.09,4.31,2.63,2.5,0.02,0.0,0.0,8.0,2.63,2.5,0.2,-4.01,27.65,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695827,0.1,4.89,2.87,2.5,0.02,0.0,0.0,8.0,2.86,2.5,0.22,-7.71,27.91,30.55,0.07,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695829,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.29,2.5,2.61,-12.74,23.71,30.55,1.47,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695830,0.1,4.81,2.83,2.5,0.02,0.0,0.0,8.0,2.82,2.5,0.32,-14.34,25.19,30.55,3.04,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695831,0.03,1.75,2.52,2.5,0.02,0.0,0.0,10.0,2.51,2.5,0.28,-12.58,25.18,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695832,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.18,2.5,1.49,-11.26,25.78,30.55,1.47,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695833,0.03,1.75,2.52,2.5,0.02,0.0,0.0,10.0,2.51,2.5,0.28,-12.42,26.65,30.55,3.04,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695834,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.17,2.5,1.47,-13.74,26.05,30.55,1.68,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695835,0.08,4.17,2.58,2.5,0.02,0.0,0.0,8.0,2.57,2.5,0.29,-14.23,27.01,30.55,3.04,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695836,0.11,5.35,3.05,2.5,0.02,0.0,0.0,8.0,3.04,2.5,0.34,-10.54,26.62,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695837,0.03,1.37,2.37,2.5,0.02,0.0,0.0,10.0,2.36,2.5,0.27,-21.12,26.07,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695838,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.18,2.5,1.49,-19.88,26.69,30.55,1.47,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695839,0.03,1.37,2.37,2.5,0.02,0.0,0.0,10.0,2.36,2.5,0.27,-20.97,27.55,30.55,3.04,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695840,0.07,3.7,1.48,2.5,0.02,0.0,0.0,6.0,0.17,2.5,1.47,-22.21,26.94,30.55,1.68,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695841,0.1,4.89,2.87,2.5,0.02,0.0,0.0,8.0,2.85,2.5,0.32,-22.86,27.91,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695842,0.08,4.04,2.53,2.5,0.02,0.0,0.0,8.0,2.52,2.5,0.28,-19.22,27.53,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695844,0.13,6.55,2.62,2.5,0.02,0.0,0.0,6.0,0.29,2.5,2.61,-21.19,24.6,30.55,1.47,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695845,0.09,4.31,2.63,2.5,0.02,0.0,0.0,8.0,2.62,2.5,0.3,-19.36,25.72,30.55,0.1,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695846,0.03,1.75,2.52,2.5,0.02,0.0,0.0,10.0,2.5,2.5,0.37,-27.71,24.82,30.55,0.14,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
3695847,0.07,3.75,1.5,2.5,0.02,0.0,0.0,6.0,0.23,2.5,1.49,-26.37,25.38,30.55,1.43,0.0,dataset6,0,Ss_25,1,0,0,0,0,0,0,0,0,1,0,0
